Sl No,User Type,Power Transmit (dB),Distance (m),Pass Loss Exponent,Shadowing Effect,Power Received (dB),Label
1,PUE,17.990145840873762,430.6388600884625,4.390412805717679,0.3424724785670671,6.082828961709004,PUE
2,PUE,17.80277791623367,68.26627237749827,3.6445111005346185,-4.9098682379652026,6.20812486101072,PUE
3,PUE,22.66560578649076,207.8754038236635,3.4370017788317915,-9.81318941343222,4.886122975101481,PUE
4,PUE,14.528069620612737,368.83572202960613,2.185414733584021,-4.524387526648927,4.394087489169546,PUE
5,PUE,16.142085645695587,132.8131064036412,3.010870936998238,-3.067693766509904,6.681587456788392,PUE
6,PUE,26.58266316782398,218.22162751099646,3.9304990329875773,15.399087498258552,1.9905401659577429,PUE
7,PUE,22.42030569867,225.81825275972648,1.8994351545710098,-1.2941438299202122,16.655349197501433,PUE
8,PUE,29.16534514449484,251.47836915646238,3.44838179050742,-7.006808015234238,13.880694450471061,PUE
9,PUE,22.177807991294593,232.64491218051802,2.1944102293093,2.224953210358559,14.759358225018506,PUE
10,PUE,15.896341301868402,264.82259656310123,2.1405192453125585,0.8995209191896858,9.81043849016943,PUE
11,PUE,11.524857242761756,326.09765983514063,4.663785382254505,2.712814570309241,-2.909671508327539,PUE
12,PUE,18.514566830470258,285.25935412527895,2.071678976691005,3.093652119847424,10.334445838336102,PUE
13,PUE,20.71474116108167,204.87072815505454,2.7070690564952935,4.311358331366005,10.146047087889142,PUE
14,PUE,18.60584192078503,340.4824584307468,5.031254084628129,-3.7345258941404076,2.131704012866951,PUE
15,PUE,20.34198317183735,108.10204330569903,2.2511796971318536,0.42164158587986356,15.341815996392532,PUE
16,PUE,19.43535344001938,115.18349588045602,4.696295807335941,2.7766074583566396,6.977847567649702,PUE
17,PUE,27.900545940794636,371.66729788643505,3.520125728520414,8.185637429431143,10.667642056788406,PUE
18,PUE,22.516106274803782,452.88681204747246,4.116863327290738,9.709974442769601,1.8717853441689112,PUE
19,PUE,13.60645794153678,217.40582150864066,3.959020235191903,0.9439496828449639,3.4092044051926362,PUE
20,PUE,22.92627384014429,290.9984453300658,5.080251139179015,8.82711318662818,1.5819772767467164,PUE
21,PUE,19.486330293298195,418.29914793206535,2.6533573243626876,6.744371884448741,5.786216729927091,PUE
22,PUE,11.462093158995382,126.93990689394384,2.7484485519112334,-8.088697973584567,-2.408236173674835,PUE
23,PUE,19.737924053106358,374.51881321547717,3.283772377362653,-4.265122769049986,7.022099636039735,PUE
24,PUE,11.543678342882169,438.82174443035285,1.9141077584424475,-0.22863954646404355,6.257414568499503,PUE
25,PUE,14.641510863705097,373.0237382124637,3.982977685873008,1.3780373123446166,3.020304577390924,PUE
26,PUE,26.68909257359269,385.5407727375457,3.8630053253925505,-0.6717600841070483,16.027329096650618,PUE
27,PUE,26.877054418209124,111.97308783911855,3.2144639433952036,3.5767393859564245,16.713513073149986,PUE
28,PUE,20.04890001786377,273.4707271350244,2.44489389898454,0.15308062537720138,13.937830934224994,PUE
29,PUE,16.656494048519733,113.43533582937242,5.119455899326039,-4.584875757904293,1.5524246716043537,PUE
30,PUE,14.431884471951964,358.64974400701766,4.775635808485042,-4.258847811096297,-2.0271393781026124,PUE
31,SU,20.39624455802505,163.52828186663493,1.8176754775636956,-1.919317684663861,14.453333389356048,SU
32,SU,24.675152156459266,281.9596641960746,3.18416102631668,-2.4806619302441635,14.392700322450459,SU
33,SU,21.510616293388047,60.76870011698507,3.726305468947504,0.3104188714189636,14.553661082108496,SU
34,SU,23.294793238866575,83.84210128802391,1.8308617786852392,-2.196010251817098,17.5771896460719,SU
35,SU,9.02825420057074,271.38689897188794,4.4725969934498275,1.313950867964616,-3.170158968857237,SU
36,SU,15.839418129906251,160.60602362082403,4.133068780290046,2.0100625374004415,4.712790237371017,SU
37,SU,11.145956121714242,223.4067699828141,2.734387738695139,7.986133676044672,-3.2635177549332726,SU
38,SU,10.23621887844169,130.7189696360943,4.910913032808293,-10.176354326831241,-10.33329033939131,SU
39,SU,16.718339336552567,248.59093362336844,3.2428618858923124,-1.3000073586926841,7.650104047583889,SU
40,SU,10.116327454408172,70.55461700330497,2.6774628301876477,-3.0210515175781043,2.1459177840757415,SU
41,SU,8.742359955223613,273.9444459918376,2.1635748724043866,2.846057734541301,0.6222368885373784,SU
