Sl No,User Type,Power Transmit (dB),Distance (m),Pass Loss Exponent,Shadowing Effect,Power Received (dB),Label
1,PUE,22.681703315005034,453.62459263997346,3.2551652716552995,1.8678284197393877,12.165888414242238,PUE
2,PUE,15.553151547095972,467.2455975647483,4.039213156825947,-3.9127676827553906,0.8575216966345742,PUE
3,PUE,25.51328455503985,465.3384305404836,2.34740371494873,-5.96451733268689,13.286436547153516,PUE
4,PUE,26.052435280630963,440.7198796646976,4.064184327273052,0.844416216999248,14.461654700194888,PUE
5,PUE,13.945717264798388,493.90751387589273,5.053747501185974,-10.694535116154775,-10.361822739157184,PUE
6,PUE,20.7807455204643,493.7225022433815,3.2016107441651958,5.880111003720128,6.277150656425894,PUE
7,PUE,28.112377118081803,373.2830847230384,2.9192409303044085,-10.833856050706583,9.770121557428364,PUE
8,PUE,17.95792047427021,346.56535341211924,1.8782154804082343,4.050639453922206,9.137017246792738,PUE
9,PUE,22.567472169535026,325.0609351682514,2.7021985635024173,-10.4059775974255,5.373666950820242,PUE
10,PUE,16.32888482301296,276.40884788320307,2.269882027431736,-2.3961556485078974,8.390694305161087,PUE
11,PUE,27.945786361966032,119.27743225219196,4.503161057401834,-0.22500716256947656,18.36970281379851,PUE
12,PUE,27.874667420854323,255.17677314018525,5.11749030114377,0.11825265265070078,15.439428571594995,PUE
13,PUE,27.65130477376821,182.1050585913749,5.079847993703676,2.7946191792569754,13.37459336699834,PUE
14,PUE,25.142824650102547,340.6464805875952,3.3044448438724205,-6.283205475270972,10.491760588357284,PUE
15,PUE,10.548561892513533,170.49497173137024,2.587243004846839,8.42172950426471,-3.6471477735897304,PUE
16,PUE,10.13687511260537,443.7515586183485,2.087526141945652,2.453412551643541,2.1574888361363436,PUE
17,PUE,28.661796053458385,76.26684952884828,2.6690203809377464,3.854036003906105,19.783767417716405,PUE
18,PUE,14.59013698189543,471.1476976410294,4.841989456665956,7.848770839240233,-6.202032221748274,PUE
19,PUE,15.413840430851845,279.68952528652056,3.6663092626430434,5.594758239011183,0.848810570424746,PUE
20,PUE,17.092966185734273,257.0031401898982,2.351727121915362,1.919752327802107,9.505696290458731,PUE
21,PUE,22.791281679053988,115.99162188866423,3.7509132746524685,-6.020818007622674,9.026978453678625,PUE
22,PUE,14.37302525273113,444.5885069621719,3.811231766067708,6.806256994729985,-2.5252142694194664,PUE
23,PUE,13.580333493790624,287.3490305148622,1.8646291393441115,-4.27984703704611,4.7164640261625195,PUE
24,PUE,10.327681802723161,352.5662350919582,2.3523974377221664,5.945355470964566,-1.609796206563968,PUE
25,PUE,16.009401733493178,367.8660805210326,4.320342775564907,-6.774453830950521,-1.8497112520306702,PUE
26,PUE,23.29979785278038,416.27336768516085,2.9351906724606582,-1.970164919925205,13.64125722068943,PUE
27,PUE,14.129353924255469,115.56206517670728,2.5824900921205236,-4.404858592619468,4.397295271987962,PUE
28,PUE,19.51942812370286,258.85006040666326,4.452841865175876,7.682592088776334,1.0919136726092882,PUE
29,PUE,17.056177663558575,273.66974222943486,3.1335283710871584,9.843464829593554,-0.42440643773788267,PUE
30,PUE,15.068466219701692,225.18235688187636,4.579787704719626,-0.21452841912691845,4.079829861955761,PUE
31,PUE,16.611846234600595,176.8646208855905,2.5121727731868493,9.809730405698181,1.1556533864473568,PUE
